person_id,icpsr,cel_icpsr,congress,chamber,bioname,state_abbrev,district_code,party_code,party_switch_split,source,votes_attended,votes_eligible,attendance_rate,votes_attended_raw,votes_eligible_raw,attendance_rate_raw,votes_trimmed,denominator_corrected,chamber_rollcalls,share_of_chamber_rollcalls,n_yea,n_nay,n_present,n_paired_yea,n_paired_nay,n_announced_yea,n_announced_nay,n_notvoting,les_classic,les2,benchmark_classic,benchmark2,les_ratio_classic,les2_ratio,les_cat_classic,les2_cat,les_rank,les2_rank,les_lag,les2_lag,party_code_last,nominate_dim1,nominate_dim2,cel_name,cel_year,cel_state,cel_district,dem,year_first_elected,female,votepct,dwnom1,dwnom2,deleg_size,subchr,afam,latino,votepct_sq,power,chair,state_leg,state_leg_prof,majority,maj_leader,min_leader,meddist,majdist,freshman,seniority,party_size,cel_party_code,born,died,commem_bill,commem_aic,commem_abc,commem_pass,commem_law,sub_bill,sub_aic,sub_abc,sub_pass,sub_law,ss_bill,ss_aic,ss_abc,ss_pass,ss_law,commem_bill_v,commem_aic_v,commem_abc_v,commem_pass_v,commem_law_v,sub_bill_v,sub_aic_v,sub_abc_v,sub_pass_v,sub_law_v,ss_bill_v,ss_aic_v,ss_abc_v,ss_pass_v,ss_law_v,all_bill_v,all_pass_v,all_aic_v,all_abc_v,all_law_v,all_bill,all_pass,all_aic,all_abc,all_law,speaker,seniority_sq
P000034,15454.0,15454.0,107,House,"PALLONE, Frank, Jr.",NJ,6.0,100.0,0.0,both,980.0,990.0,0.989899,980.0,990.0,0.989899,0.0,0.0,990.0,1.0,648.0,332.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5337592959403992,,0.5115215182304382,,1.043473839759827,,2.0,,59.0,,0.5695917010307312,,100.0,-0.402,-0.162,"Pallone, Frank",2001.0,NJ,6.0,1.0,1988.0,0.0,68.0,-0.4040000140666962,-0.1630000025033951,13.0,0.0,0.0,0.0,4624.0,0.0,0.0,1.0,0.2549999952316284,0.0,0.0,0.0,0.562000036239624,0.8059999942779541,0.0,7.0,219.0,100.0,1951.0,,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,35.0,0.0,0.0,0.0,0.0,0.0,
P000096,29741.0,29741.0,107,House,"PASCRELL, William J., Jr.",NJ,8.0,100.0,0.0,both,964.0,990.0,0.973737,964.0,990.0,0.973737,0.0,0.0,990.0,1.0,686.0,278.0,0.0,0.0,0.0,0.0,0.0,26.0,1.066198825836182,,0.2225571125745773,,4.790675163269043,,3.0,,25.0,,0.3119723796844482,,100.0,-0.369,-0.004,"Pascrell, Bill",2001.0,NJ,8.0,1.0,1996.0,0.0,67.0,-0.367000013589859,-0.004999999888241291,13.0,0.0,0.0,0.0,4489.0,0.0,0.0,1.0,0.3199999928474426,0.0,0.0,0.0,0.5250000357627869,0.7689999938011169,0.0,3.0,219.0,100.0,1937.0,,1.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,18.0,1.0,2.0,1.0,1.0,0.0,
P000099,29101.0,29101.0,107,House,"PASTOR, Ed",AZ,2.0,100.0,0.0,both,985.0,990.0,0.994949,985.0,990.0,0.994949,0.0,0.0,990.0,1.0,662.0,323.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7568155527114868,,0.4392803907394409,,1.722853064537048,,3.0,,38.0,,1.071125745773315,,100.0,-0.421,0.12,"Pastor, Ed",2001.0,AZ,2.0,1.0,1991.0,0.0,69.0,-0.4210000038146973,0.119999997317791,6.0,0.0,0.0,1.0,4761.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5789999961853027,0.8230000138282776,0.0,6.0,219.0,100.0,1943.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,1.0,1.0,0.0,
P000583,14290.0,14290.0,107,House,"PAUL, Ronald Ernest",TX,14.0,200.0,0.0,both,944.0,990.0,0.953535,944.0,990.0,0.953535,0.0,0.0,990.0,1.0,531.0,408.0,5.0,0.0,0.0,0.0,0.0,46.0,0.8146852254867554,,0.8544319272041321,,0.9534817337989807,,2.0,,121.0,,1.023550152778625,,200.0,0.863,-0.505,"Paul, Ron",2001.0,TX,14.0,0.0,1996.0,0.0,60.0,0.8629999756813049,-0.5049999952316284,30.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7049999833106995,0.4609999656677246,0.0,3.0,226.0,200.0,1935.0,,1.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,53.0,0.0,0.0,0.0,0.0,0.0,
P000149,15619.0,15619.0,107,House,"PAYNE, Donald Milford",NJ,10.0,100.0,0.0,both,931.0,990.0,0.940404,931.0,990.0,0.940404,0.0,0.0,990.0,1.0,611.0,318.0,2.0,0.0,0.0,0.0,0.0,59.0,0.04994238913059235,,0.5115215182304382,,0.09763497114181519,,1.0,,202.0,,0.04626334458589554,,100.0,-0.592,-0.547,"Payne, Donald",2001.0,NJ,10.0,1.0,1988.0,0.0,88.0,-0.5920000076293945,-0.546999990940094,13.0,0.0,1.0,0.0,7744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9940000176429749,0.0,7.0,219.0,100.0,1934.0,2012.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,
P000197,15448.0,15448.0,107,House,"PELOSI, Nancy",CA,8.0,100.0,0.0,both,955.0,990.0,0.964646,955.0,990.0,0.964646,0.0,0.0,990.0,1.0,667.0,286.0,2.0,0.0,0.0,0.0,0.0,35.0,0.1315766870975494,,0.5837625861167908,,0.2253941744565964,,1.0,,161.0,,0.09869513660669327,,100.0,-0.489,-0.174,"Pelosi, Nancy",2001.0,CA,8.0,1.0,1987.0,1.0,85.0,-0.4900000095367432,-0.2060000002384186,52.0,0.0,0.0,0.0,7225.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6480000019073486,0.8920000195503235,0.0,8.0,219.0,100.0,1940.0,,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,0.0,0.0,
P000587,20117.0,20117.0,107,House,"PENCE, Mike",IN,2.0,200.0,0.0,both,972.0,990.0,0.981818,972.0,990.0,0.981818,0.0,0.0,990.0,1.0,712.0,260.0,0.0,0.0,0.0,0.0,0.0,18.0,0.549366295337677,,1.27332603931427,,0.4314419627189636,,1.0,,144.0,,,,200.0,0.655,0.088,"Pence, Mike",2001.0,IN,2.0,0.0,2000.0,0.0,51.0,0.6549999713897705,0.08799999952316284,10.0,1.0,0.0,0.0,2601.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.496999979019165,0.2529999613761902,1.0,1.0,226.0,200.0,1959.0,,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,36.0,0.0,0.0,0.0,0.0,0.0,
P000258,29127.0,29127.0,107,House,"PETERSON, Collin Clark",MN,7.0,100.0,0.0,both,948.0,990.0,0.957576,948.0,990.0,0.957576,0.0,0.0,990.0,1.0,591.0,355.0,2.0,0.0,0.0,0.0,0.0,42.0,0.3152613341808319,,0.4392803907394409,,0.7176767587661743,,2.0,,98.0,,0.4199202060699463,,100.0,-0.148,0.712,"Peterson, Collin",2001.0,MN,7.0,1.0,1990.0,0.0,69.0,-0.1480000019073486,0.7120000123977661,8.0,0.0,0.0,0.0,4761.0,0.0,0.0,1.0,0.1990000009536743,0.0,0.0,0.0,0.3059999942779541,0.550000011920929,0.0,6.0,219.0,100.0,1944.0,,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,21.0,0.0,0.0,0.0,0.0,0.0,
P000263,29751.0,29751.0,107,House,"PETERSON, John",PA,5.0,200.0,0.0,both,940.0,990.0,0.949495,940.0,990.0,0.949495,0.0,0.0,990.0,1.0,704.0,236.0,0.0,0.0,0.0,0.0,0.0,50.0,0.708555281162262,,0.8544319272041321,,0.829270601272583,,2.0,,130.0,,0.2546813189983368,,200.0,0.34,0.24,"Peterson, John",2001.0,PA,5.0,0.0,1996.0,0.0,83.0,0.3400000035762787,0.239999994635582,21.0,0.0,0.0,0.0,6889.0,1.0,0.0,1.0,0.2829999923706055,1.0,0.0,0.0,0.181999996304512,0.06199999526143074,0.0,3.0,226.0,200.0,1938.0,,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,1.0,3.0,1.0,0.0,0.0,
P000265,14675.0,14675.0,107,House,"PETRI, Thomas Evert",WI,6.0,200.0,0.0,both,986.0,990.0,0.99596,986.0,990.0,0.99596,0.0,0.0,990.0,1.0,711.0,274.0,1.0,0.0,0.0,0.0,0.0,4.0,0.2590761482715607,,2.067978143692017,,0.1252799183130264,,1.0,,181.0,,0.1806599795818329,,200.0,0.379,-0.367,"Petri, Thomas",2001.0,WI,6.0,0.0,1979.0,0.0,65.0,0.3790000081062317,-0.367000013589859,9.0,1.0,0.0,0.0,4225.0,0.0,0.0,1.0,0.2489999979734421,1.0,0.0,0.0,0.221000000834465,0.02299999259412289,0.0,12.0,226.0,200.0,1940.0,,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,19.0,0.0,0.0,0.0,0.0,0.0,
P000584,29913.0,29913.0,107,House,"PHELPS, David Dwain",IL,19.0,100.0,0.0,both,971.0,990.0,0.980808,971.0,990.0,0.980808,0.0,0.0,990.0,1.0,651.0,320.0,0.0,0.0,0.0,0.0,0.0,19.0,0.03121399320662022,,0.1503160148859024,,0.2076558023691177,,1.0,,208.0,,0.01542111486196518,,100.0,-0.207,0.715,"Phelps, David",2001.0,IL,19.0,1.0,1998.0,0.0,65.0,-0.2070000022649765,0.7149999737739563,20.0,0.0,0.0,0.0,4225.0,0.0,0.0,1.0,0.2360000014305115,0.0,0.0,0.0,0.3650000095367432,0.609000027179718,0.0,2.0,219.0,100.0,1947.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,
P000323,29734.0,29734.0,107,House,"PICKERING, Charles W. (Chip), Jr.",MS,3.0,200.0,0.0,both,971.0,990.0,0.980808,971.0,990.0,0.980808,0.0,0.0,990.0,1.0,729.0,242.0,0.0,0.0,0.0,0.0,0.0,19.0,0.2028909623622894,,0.8544319272041321,,0.2374571412801743,,1.0,,188.0,,1.00571084022522,,200.0,0.342,0.325,"Pickering, Charles",2001.0,MS,3.0,0.0,1996.0,0.0,73.0,0.3420000076293945,0.324999988079071,5.0,0.0,0.0,0.0,5329.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1840000003576279,0.0599999912083149,0.0,3.0,226.0,200.0,1963.0,,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,0.0,0.0,
P000373,29752.0,29752.0,107,House,"PITTS, Joseph R.",PA,16.0,200.0,0.0,both,967.0,990.0,0.976768,967.0,990.0,0.976768,0.0,0.0,990.0,1.0,710.0,257.0,0.0,0.0,0.0,0.0,0.0,23.0,0.2184979617595673,,0.8544319272041321,,0.2557230889797211,,1.0,,187.0,,0.6819561123847961,,200.0,0.538,0.012,"Pitts, Joseph",2001.0,PA,16.0,0.0,1996.0,0.0,67.0,0.5379999876022339,0.01200000010430813,21.0,0.0,0.0,0.0,4489.0,0.0,0.0,1.0,0.2829999923706055,1.0,0.0,0.0,0.3799999952316284,0.1359999924898148,0.0,3.0,226.0,200.0,1939.0,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,0.0,
P000585,20135.0,20135.0,107,House,"PLATTS, Todd",PA,19.0,200.0,0.0,both,940.0,990.0,0.949495,940.0,990.0,0.949495,0.0,0.0,990.0,1.0,686.0,254.0,0.0,0.0,0.0,0.0,0.0,50.0,0.1435843706130981,,0.7099497318267822,,0.202245831489563,,1.0,,198.0,,,,200.0,0.252,-0.15,"Platts, Todd",2001.0,PA,19.0,0.0,2000.0,0.0,73.0,0.2520000040531158,-0.1500000059604645,21.0,0.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.2829999923706055,1.0,0.0,0.0,0.09400000423192978,0.1499999910593033,1.0,1.0,226.0,200.0,1962.0,,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,
P000419,29311.0,29311.0,107,House,"POMBO, Richard William",CA,11.0,200.0,0.0,both,950.0,990.0,0.959596,950.0,990.0,0.959596,0.0,0.0,990.0,1.0,695.0,255.0,0.0,0.0,0.0,0.0,0.0,40.0,0.3093832731246948,,1.56229043006897,,0.1980318576097488,,1.0,,169.0,,0.5503205060958862,,200.0,0.461,0.469,"Pombo, Richard",2001.0,CA,11.0,0.0,1992.0,0.0,58.0,0.460999995470047,0.4690000116825104,52.0,1.0,0.0,1.0,3364.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3030000030994415,0.05899999663233757,0.0,5.0,226.0,200.0,1961.0,,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13.0,0.0,1.0,0.0,0.0,0.0,
P000422,29384.0,29384.0,107,House,"POMEROY, Earl Ralph, III",ND,1.0,100.0,0.0,both,968.0,990.0,0.977778,968.0,990.0,0.977778,0.0,0.0,990.0,1.0,675.0,293.0,0.0,0.0,0.0,0.0,0.0,22.0,0.1560699641704559,,0.367039293050766,,0.4252132177352905,,1.0,,150.0,,0.3472080230712891,,100.0,-0.266,0.339,"Pomeroy, Earl",2001.0,ND,1.0,1.0,1992.0,0.0,53.0,-0.2660000026226044,0.3389999866485596,1.0,0.0,0.0,0.0,2809.0,1.0,0.0,1.0,0.07500000298023224,0.0,0.0,0.0,0.4239999949932098,0.6679999828338623,0.0,5.0,219.0,100.0,1952.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,
P000449,29386.0,29386.0,107,House,"PORTMAN, Robert Jones (Rob)",OH,2.0,200.0,0.0,both,965.0,990.0,0.974747,965.0,990.0,0.974747,0.0,0.0,990.0,1.0,717.0,248.0,0.0,0.0,0.0,0.0,0.0,25.0,4.72105073928833,,0.9989141225814819,,4.72618293762207,,3.0,,12.0,,1.890008449554443,,200.0,0.371,-0.208,"Portman, Rob",2001.0,OH,2.0,0.0,1993.0,0.0,74.0,0.3729999959468842,-0.2349999994039536,19.0,0.0,0.0,0.0,5476.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2149999886751175,0.02900000475347042,0.0,5.0,226.0,200.0,1955.0,,0.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,5.0,5.0,6.0,4.0,0.0,
P000523,15438.0,15438.0,107,House,"PRICE, David Eugene",NC,4.0,100.0,0.0,both,974.0,990.0,0.983838,974.0,990.0,0.983838,0.0,0.0,990.0,1.0,672.0,302.0,0.0,0.0,0.0,0.0,0.0,16.0,0.03121399320662022,,0.2225571125745773,,0.1402516067028046,,1.0,,207.0,,0.04626334458589554,,100.0,-0.343,-0.03,"Price, David",2001.0,NC,4.0,1.0,1996.0,0.0,62.0,-0.3429999947547913,-0.02999999932944775,12.0,0.0,0.0,0.0,3844.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5009999871253967,0.7450000047683716,0.0,3.0,219.0,100.0,1940.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,
P000555,29390.0,29390.0,107,House,"PRYCE, Deborah D.",OH,15.0,200.0,0.0,both,915.0,990.0,0.924242,915.0,990.0,0.924242,0.0,0.0,990.0,1.0,674.0,241.0,0.0,0.0,0.0,0.0,0.0,75.0,0.8025757074356079,,1.56229043006897,,0.5137173533439636,,2.0,,122.0,,0.6698339581489563,,200.0,0.32,-0.329,"Pryce, Deborah",2001.0,OH,15.0,0.0,1992.0,1.0,68.0,0.3199999928474426,-0.3289999961853027,19.0,1.0,0.0,0.0,4624.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.161999985575676,0.0820000097155571,0.0,5.0,226.0,200.0,1951.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,1.0,0.0,2.0,0.0,0.0,
P000586,20113.0,20113.0,107,House,"PUTNAM, Adam",FL,12.0,200.0,0.0,both,949.0,990.0,0.958586,949.0,990.0,0.958586,0.0,0.0,990.0,1.0,698.0,251.0,0.0,0.0,0.0,0.0,0.0,41.0,0.06242798641324043,,0.7099497318267822,,0.08793296664953232,,1.0,,208.0,,,,200.0,0.414,0.14,"Putnam, Adam",2001.0,FL,12.0,0.0,2000.0,0.0,57.0,0.414000004529953,0.1400000005960464,23.0,0.0,0.0,0.0,3249.0,0.0,0.0,1.0,0.2489999979734421,1.0,0.0,0.0,0.2560000121593475,0.012000004760921,1.0,1.0,226.0,200.0,1974.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,
Q000016,29381.0,29381.0,107,House,"QUINN, John Francis (Jack)",NY,30.0,200.0,0.0,both,911.0,990.0,0.920202,911.0,990.0,0.920202,0.0,0.0,990.0,1.0,670.0,241.0,0.0,0.0,0.0,0.0,0.0,79.0,0.9966111183166504,,1.56229043006897,,0.6379166841506958,,2.0,,106.0,,0.2115022093057632,,200.0,0.198,-0.223,"Quinn, Jack",2001.0,NY,30.0,0.0,1992.0,0.0,67.0,0.1979999989271164,-0.2230000048875809,31.0,1.0,0.0,0.0,4489.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03999999910593033,0.2039999961853027,0.0,5.0,226.0,200.0,1951.0,,0.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13.0,1.0,1.0,2.0,1.0,0.0,
R000004,29505.0,29505.0,107,House,"RADANOVICH, George P.",CA,19.0,200.0,0.0,both,918.0,990.0,0.927273,918.0,990.0,0.927273,0.0,0.0,990.0,1.0,688.0,230.0,0.0,0.0,0.0,0.0,0.0,72.0,1.994716882705688,,1.490049362182617,,1.338691830635071,,2.0,,57.0,,1.512261390686035,,200.0,0.484,0.18,"Radanovich, George",2001.0,CA,19.0,0.0,1994.0,0.0,65.0,0.4839999973773956,0.1800000071525574,52.0,1.0,0.0,0.0,4225.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3260000050067902,0.0819999948143959,0.0,4.0,226.0,200.0,1955.0,,1.0,0.0,0.0,0.0,0.0,15.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,16.0,2.0,5.0,5.0,1.0,0.0,
R000011,14448.0,14448.0,107,House,"RAHALL, Nick Joe, II",WV,3.0,100.0,0.0,both,964.0,990.0,0.973737,964.0,990.0,0.973737,0.0,0.0,990.0,1.0,645.0,317.0,2.0,0.0,0.0,0.0,0.0,26.0,2.004088878631592,,0.9449681043624878,,2.120800495147705,,3.0,,2.0,,0.6678801774978638,,100.0,-0.306,0.45,"Rahall, Nick",2001.0,WV,3.0,1.0,1976.0,0.0,91.0,-0.3059999942779541,0.449999988079071,3.0,0.0,0.0,0.0,8281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4639999866485596,0.7080000042915344,0.0,13.0,219.0,100.0,1949.0,,0.0,0.0,0.0,0.0,0.0,14.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,14.0,3.0,5.0,4.0,1.0,0.0,
R000033,29126.0,29126.0,107,House,"RAMSTAD, James (Jim)",MN,3.0,200.0,0.0,both,986.0,990.0,0.99596,986.0,990.0,0.99596,0.0,0.0,990.0,1.0,696.0,290.0,0.0,0.0,0.0,0.0,0.0,4.0,1.681412100791931,,1.071155190467834,,1.569718480110168,,3.0,,69.0,,0.8069574236869812,,200.0,0.316,-0.683,"Ramstad, Jim",2001.0,MN,3.0,0.0,1990.0,0.0,68.0,0.3160000145435333,-0.6830000281333923,8.0,0.0,0.0,0.0,4624.0,1.0,0.0,1.0,0.1990000009536743,1.0,0.0,0.0,0.1580000072717667,0.0859999880194664,0.0,6.0,226.0,200.0,1946.0,,1.0,0.0,1.0,1.0,1.0,21.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,22.0,3.0,1.0,3.0,3.0,0.0,
R000053,13035.0,13035.0,107,House,"RANGEL, Charles B.",NY,15.0,100.0,0.0,both,930.0,990.0,0.939394,930.0,990.0,0.939394,0.0,0.0,990.0,1.0,636.0,294.0,0.0,0.0,0.0,0.0,0.0,60.0,0.5342372059822083,,1.161691427230835,,0.4598787426948547,,1.0,,58.0,,1.371102452278137,,100.0,-0.514,-0.341,"Rangel, Charles",2001.0,NY,15.0,1.0,1970.0,0.0,92.0,-0.5139999985694885,-0.3409999907016754,31.0,0.0,1.0,0.0,8464.0,1.0,0.0,1.0,0.4070000052452087,0.0,0.0,0.0,0.671999990940094,0.9160000085830688,0.0,16.0,219.0,100.0,1930.0,,7.0,1.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,35.0,1.0,1.0,1.0,0.0,0.0,
R000141,14045.0,14045.0,107,House,"REGULA, Ralph Straus",OH,16.0,200.0,0.0,both,987.0,990.0,0.99697,987.0,990.0,0.99697,0.0,0.0,990.0,1.0,731.0,256.0,0.0,0.0,0.0,0.0,0.0,3.0,1.45432448387146,,2.284701347351074,,0.6365490555763245,,2.0,,82.0,,2.391302347183228,,200.0,0.221,-0.223,"Regula, Ralph",2001.0,OH,16.0,0.0,1972.0,0.0,69.0,0.221000000834465,-0.2230000048875809,19.0,1.0,0.0,0.0,4761.0,1.0,0.0,1.0,0.3549999892711639,1.0,0.0,0.0,0.06300000101327896,0.1809999942779541,0.0,15.0,226.0,200.0,1924.0,,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,1.0,0.0,
R000571,20125.0,20125.0,107,House,"REHBERG, Denny",MT,1.0,200.0,0.0,both,987.0,990.0,0.99697,987.0,990.0,0.99697,0.0,0.0,990.0,1.0,734.0,253.0,0.0,0.0,0.0,0.0,0.0,3.0,1.206964135169983,,0.7099497318267822,,1.700069904327393,,3.0,,96.0,,,,200.0,0.337,0.244,"Rehberg, Dennis",2001.0,MT,1.0,0.0,2000.0,0.0,51.0,0.3370000123977661,0.2440000027418137,1.0,0.0,0.0,0.0,2601.0,0.0,0.0,1.0,0.0729999989271164,1.0,0.0,0.0,0.1790000051259995,0.06499999016523361,1.0,1.0,226.0,200.0,1955.0,,2.0,0.0,2.0,2.0,2.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,12.0,2.0,4.0,5.0,2.0,0.0,
R000170,29764.0,29764.0,107,House,"REYES, Silvestre",TX,16.0,100.0,0.0,both,899.0,990.0,0.908081,899.0,990.0,0.908081,0.0,0.0,990.0,1.0,623.0,276.0,0.0,0.0,0.0,0.0,0.0,91.0,0.3218688666820526,,0.2225571125745773,,1.446230411529541,,2.0,,96.0,,0.6496980786323547,,100.0,-0.321,0.304,"Reyes, Silvestre",2001.0,TX,16.0,1.0,1996.0,0.0,68.0,-0.3210000097751617,0.3039999902248383,30.0,0.0,0.0,1.0,4624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4790000021457672,0.7229999899864197,0.0,3.0,219.0,100.0,1944.0,,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13.0,0.0,1.0,0.0,0.0,0.0,
R000569,29928.0,29928.0,107,House,"REYNOLDS, Thomas M.",NY,27.0,200.0,0.0,both,969.0,990.0,0.978788,969.0,990.0,0.978788,0.0,0.0,990.0,1.0,726.0,243.0,0.0,0.0,0.0,0.0,0.0,21.0,0.4806459844112396,,0.7821908593177795,,0.614486813545227,,2.0,,153.0,,0.5446900129318237,,200.0,0.349,0.009,"Reynolds, Thomas",2001.0,NY,27.0,0.0,1998.0,0.0,69.0,0.3490000069141388,0.008999999612569809,31.0,0.0,0.0,0.0,4761.0,1.0,0.0,1.0,0.5149999856948853,1.0,0.0,0.0,0.1909999996423721,0.05299999192357063,0.0,2.0,226.0,200.0,1950.0,,2.0,2.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,15.0,2.0,2.0,2.0,2.0,0.0,
R000258,29700.0,29700.0,107,House,"RILEY, Robert",AL,3.0,200.0,0.0,both,724.0,990.0,0.731313,724.0,990.0,0.731313,0.0,0.0,990.0,1.0,527.0,197.0,0.0,0.0,0.0,0.0,0.0,266.0,0.07803498208522797,,0.8544319272041321,,0.0913296639919281,,1.0,,205.0,,0.608149528503418,,200.0,0.433,0.692,"Riley, Bob",2001.0,AL,3.0,0.0,1996.0,0.0,87.0,0.4329999983310699,0.6919999718666077,7.0,0.0,0.0,0.0,7569.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2750000059604645,0.03099999763071537,0.0,3.0,226.0,200.0,1944.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,
